"86	1100000000000001561	ぼっち互助会	8244755"
"87	3	とかち組(o・∇・o)	8181044"
"88	400000000000004988	375プロ	7676856"
"89	900000000000000450	らあめん屋台	7660696"
"90	100000000000000087	課金生活もみお山にダミ声	7610683"
"91	100000000000000151	arcadia	7578190"
"92	1300000000000001529	Engage!	7474642"
"93	887	みくはお魚大好き	7471455"
"94	500000000000000431	みんなとしあき	7307799"
"95	1124	お姉ちゃんのマッタリ部屋	7222421"
"96	200000000000000148	アイドルマスターHome	7191991"
"97	800000000000000130	穴堀高速道路	7107599"
"98	1300000000000000321	謎の組織	7066909"
"99	600000000000001314	天使の魔の誘惑×魅惑	7043946"
"100	400000000000001425	名無しプロ	6987936"
"101	1300000000000001161	アイマス連合会	6975261"
"102	100000000000000350	QMA惰性勢	6971211"
"103	300000000000001182	ふりーだむ	6915153"
"104	1200000000000001457	Sora	6870901"
"105	400000000000000088	真壁瑞希ファンクラブ	6819131"
"106	500000000000000062	名前はまだ無い。	6781519"
"107	900000000000000045	M@STERPIECEらうめん募集	6769343"
"108	300000000000000433	もやしPARTY！	6679495"
"109	1400000000000000246	チーム敗訴	6630590"
"110	100000000000001012	神SUMMER!!!!	6586870"
"111	1400000000000000485	しりぺち	6514596"
"112	1400000000000000743	優しい☭世界	6490716"
"113	900000000000001329	ごーまいうぇ～	6482121"
"114	300000000000001431	生っすかEVERYDAY	6466985"
"115	900000000000001399	どこま☆いつま…でしょう？	6303628"
"116	1100000000000005051	未所属	6293192"
"117	700000000000003195	七色の雪まつり	6270815"
"118	500000000000000382	m@sterラウンジ	6263708"
"119	1200000000000003458	もやしPRO	6202485"
"120	1100000000000004878	鳩の王子	6171158"
"121	300000000000000036	ｱｲﾄﾞﾙを紳士的に愛でる会	6166714"
"122	100000000000000275	♪二階堂千鶴ファンクラブ♪	6126222"
"123	1200000000000000912	やよい'sキッチン	6125544"
"124	1200000000000000144	765プロ千葉支部	6086642"
"125	1100000000000004073	いさましいちび	5997673"
"126	1500000000000000252	BRAVE HEART	5993477"
"127	1200000000000000514	mayDOLM@STER	5966131"
"128	800000000000000005	アイモバ廃人会	5929375"
"129	600000000000001243	Cream+Mint	5909903"
"130	1000000000000004549	ハッピーは♪にのせて	5856874"
"131	700000000000000816	DREAM	5827775"
"132	2614	愉悦部	5824109"
"133	200000000000001529	765ラウンジ	5716793"
"134	1500000000000000483	OVERM@STER	5701179"
"135	200000000000000983	GoodSprings Couriers	5700551"
"136	100000000000001159	玉兎高校十六夜寮	5642219"
"137	700000000000000015	まっﾍﾟﾛ	5585138"
"138	700000000000003267	五郎八プロ	5584339"
"139	1500000000000003702	天真浪漫	5540300"
"140	100000000000000369	スター★エンジェル	5498480"
"141	600000000000000449	抜け忍の村	5476936"
"142	100000000000001063	767プロ	5442552"
"143	43	島田組・メンバー募集中！	5415740"
"144	100000000000000477	砂の歌姫楽園	5402453"
"145	1000000000000003217	neige-marcher	5397148"
"146	600000000000003495	Go Our Way!!	5383971"
"147	330	☆PreStar☆	5378646"
"148	1000000000000003994	AAA	5355222"
"149	715	Linx For You	5313824"
"150	900000000000000303	フューチャー・ラボ	5265694"
"151	700000000000003219	シアターの日常	5241481"
"152	1300000000000004534	オジュターイ	5228532"
"153	400000000000000049	たるき亭＠メン募	5197360"
"154	1000000000000005125	For	5181706"
"155	100000000000000353	＜(`・∀・´)＞ハッ！	5153009"
"156	900000000000001392	午後の緑茶(ストレート)	5120681"
"157	800000000000003627	U・N・M・E・Iプロ	5081798"
"158	200000000000000460	無課金ですが何か？	5071118"
"159	100000000000004736	灯の再覚醒	5059506"
"160	1200000000000001082	オープンざゲート	5056290"
"161	1100000000000003553	ミリオン☆ラヴァーズ	5049458"
"162	300000000000000136	アイドルをｐｒｐｒし隊	5048813"
"163	1500000000000000006	さりゅーとラウンジ	5038050"
"164	900000000000000963	ミリオンプロ	5009002"
"165	1300000000000003495	千の希望	4969702"
"166	300000000000005025	あんすりうむ亭ﾐﾘｵﾝ支部	4969287"
"167	400000000000000073	ぬめ地	4964683"
"168	100000000000000141	geometry	4947369"
"169	1000000000000005159	クシカツ屋	4942779"
"170	1400000000000004882	ぷらちなすたーず☆彡	4906216"
"171	100000000000000110	Dreaming!	4897517"
"172	700000000000004974	オカルト研究部	4807429"
"173	400000000000000489	私達のアツいアイドル活動	4781496"
"174	700000000000001132	アミティーエ	4766648"
"175	900000000000000999	ﾘﾘｽ･ｴﾃﾞﾝ	4734996"
"176	1400000000000003365	Silver★Moon	4727179"
"177	1300000000000004819	エゥーゴ	4726665"
"178	1000000000000001184	スタ→トスタ→☆	4712426"
"179	600000000000001821	最初はみんな新人	4691806"
"180	384	アイマス・ミリマスが好き	4652382"
"181	1200000000000001404	これから始まる私の伝説	4642426"
"182	1000000000000004988	まったりラウンジ	4641815"
"183	800000000000003221	お休み処ぷっぷかおやぶん	4633503"
"184	600000000000000925	おいでよ！グリマスの森	4629451"
"185	1500000000000001417	パーツィバル	4582302"
"186	400000000000001798	眠りラウンジ	4533053"
"187	1200000000000003927	楽しくやろう	4514279"
"188	500000000000005173	迷走なうんじDT	4467561"
"189	1400000000000004820	天空橋大聖堂	4450933"
"190	100000000000000925	サオリハムスターズ（仮）	4434467"
"191	400000000000003420	和む765ラウンジ	4425871"
"192	1200000000000000914	嫁艦隊もガチもマッタリも	4410502"
"193	200000000000005027	Bean SprouT	4390716"
"194	100000000000001091	One For All！	4376363"
"195	400000000000004864	みっくすマーガリン	4370348"
"196	200000000000001082	It's Show	4335237"
"197	1200000000000000716	燃やせ友情パッション！！	4321754"
"198	800000000000001553	サイレントラウンジ	4315243"
"199	300000000000000011	にこます！	4307210"
"200	600000000000004924	SLeePiNg FoReSt	4302741"
"201	1300000000000000049	ゴロメンツプロ	4271029"
"202	1200000000000004581	Bridal night	4264236"
"203	100000000000000118	ニコマスクイズ部	4253767"
"204	400000000000000696	わせます	4251693"
"205	300000000000000895	3A07	4250303"
"206	1300000000000001079	猫のたまり場	4247069"
"207	200000000000000996	Roco´s Kitchen	4191703"
"208	1300000000000000798	祝★武道館	4177366"
"209	1000000000000005066	Blue Axis	4158068"
"210	1000000000000002719	ab©de	4155465"
"211	200000000000000655	KisS	4147187"
"212	1200000000000005057	Merry☆Calm	4119697"
"213	100000000000000848	ら♪ら♪ら♪ラウンジ	4107380"
"214	400000000000001513	765プロ	4099288"
"215	1400000000000000860	激ヤヴァ☆	4091903"
"216	300000000000004824	パルマ	4073384"
"217	700000000000004872	馬の鎧	4041676"
"218	800000000000000197	Purgatory	4035206"
"219	200000000000003737	1 FOR ALL	4022494"
"220	500000000000001542	無・微課金Pラウンジ	4019235"
"221	385	アメなめたい！！	4007269"
"222	3229	四面楚歌	3978645"
"223	4	GNH production	3966844"
"224	512	まったりイベント攻略	3901956"
"225	500000000000001552	秋月ライブクリエイティブ	3897951"
"226	500000000000001455	gente	3894922"
"227	300000000000000202	ざわわん	3894142"
"228	400000000000004319	７２８プロ	3869284"
"229	1000000000000004052	ポッケ村	3868089"
"230	500000000000000158	美希おにぎり	3867547"
"231	1400000000000003466	スコール	3850924"
"232	1400000000000004315	I.D.F	3821453"
"233	1100000000000000261	Prestar	3786998"
"234	1400000000000000677	Under9Steps	3785641"
"235	400000000000004458	オール阪神ヤクルト	3778050"
"236	1000000000000003826	ちゃんねる765	3774434"
"237	600000000000004561	Panzer Storm!	3771184"
"238	8	乙女よ大志を抱け!!	3768756"
"239	600000000000003664	はらちゃん	3758846"
"240	500000000000000243	海辺月亭	3745056"
"241	300000000000005121	枸橘馨香	3720910"
"242	1300000000000000925	ふり～すたいる	3704374"
"243	300000000000000441	とりあーえズ	3704113"
"244	100000000000001366	SUBARA!	3703402"
"245	1235	shiny smile	3675009"
"246	1500000000000003537	ビヨンド・ザ・アイドル	3641318"
"247	100000000000001122	ξ*・ω<)ξ＜にょわー	3632711"
"248	100000000000003113	†† Z E U S ††	3621198"
"249	500000000000004977	ANDプロ@メンバー募集中	3610787"
"250	600000000000001079	ＣｌａｒｉＳ	3607044"
"251	1100000000000001439	無課金でも頑張り隊	3592869"
"252	1400000000000000999	コトノハ	3591765"
"253	1000000000000001286	ぼっちによるぼっちの集い	3584736"
"254	400000000000001647	DREAM P Club	3548550"
"255	700000000000002359	765ガーデン	3543038"
"256	700000000000000055	ζ*'ヮ')ζ ＜ 雪国もやし	3539311"
"257	1200000000000000015	ランチパック廃人会	3531202"
"258	900000000000001127	らぁめんじろう	3528557"
"259	700000000000002573	原点の向こう側へ	3498411"
"260	700000000000002389	心正しくprprする会	3497136"
"261	1300000000000001123	Free-Style	3473894"
"262	700000000000003354	Blue Rose	3465200"
"263	100000000000000011	L7/R5	3460820"
"264	900000000000002530	Master&Star	3442683"
"265	200000000000001543	FREE	3436806"
"266	395	ラウンジ四畳半	3426992"
"267	1300000000000000209	豺華～IMCE3ﾘｰｸﾞﾄｯﾌﾟ～	3414626"
"268	1000000000000004808	O@SIS	3413139"
"269	1300000000000001409	～絆～	3411630"
"270	100000000000000139	ﾗﾌﾞﾘｰﾁｯﾊ｜太陽編	3402267"
"271	900000000000000108	太陽のジェラシー	3388379"
"272	1500000000000003890	らぁめん	3386793"
"273	1400000000000002222	カクリコン隊ZZ	3381915"
"274	1300000000000005046	ラウンジワン	3379618"
"275	500000000000001172	つっP'sラウンジ	3373030"
"276	200000000000001107	一里塚	3359725"
"277	1400000000000003953	名前ないの。	3346927"
"278	1000000000000001291	○○プロ(仮)	3328707"
"279	300000000000000689	年増園	3324050"
"280	500000000000003614	291プロダクション	3314607"
"281	300000000000004307	やよいのバースデー	3305658"
"282	300000000000001085	Legend Girls	3294151"
"283	631	🍄キノコ組💫	3289579"
"284	300000000000000749	あべかわサンデー	3275917"
"285	200000000000000254	L・O・B・M	3268172"
"286	1400000000000001051	アーカムハウス（仮）	3268013"
"287	700000000000004594	(有)765住設	3264504"
"288	300000000000004556	我が代で末代	3260531"
"289	1000000000000005117	No Idol"	" No Life	3255360"
"290	300000000000004692	おんJアイマス部	3247061"
"291	800000000000004448	ナムコエンジェル's	3239748"
"292	400000000000000946	salon de btmt	3237767"
"293	1500000000000000389	MUSIC♪	3211067"
"294	400000000000001927	星屑のsinfonìa	3204442"
"295	100000000000000759	リボンは踊る	3201322"
"296	400000000000004378	水中キャンディ	3185145"
"297	800000000000002632	popsaurus	3180386"
"298	1100000000000000388	Colorful Palette	3179739"
"299	700000000000003135	手作りちくわ教室	3154678"
"300	300000000000000077	ｒｅｌａｔｉｏｎｓ	3144996"
"301	600000000000001068	482 Productions	3142939"
"302	1500000000000000024	にわかのつどい	3131519"
"303	300000000000003712	(o・∇・o)	3127056"
"304	1300000000000001106	チーム１００００	3124066"
"305	700000000000003940	YAYAYA	3081286"
"306	1200000000000003461	FREEDOM	3080057"
"307	100000000000004310	ジョン万次郎	3074077"
"308	1500000000000004845	ぎょぎょランド	3073085"
"309	1400000000000000442	めいしょ	3067692"
"310	900000000000000779	461ラウンジ	3059707"
"311	1300000000000003623	はるゆき	3051513"
"312	500000000000001453	ウィング	3046398"
"313	1500000000000004754	lounge	3032035"
"314	1300000000000003556	雪歩大好き！	3024042"
"315	1100000000000000492	志保の絵本の世界	3019332"
"316	300000000000001326	完全勝利した我那覇君UC	3006197"
"317	400000000000004366	真、熱心pラウンジ	2988959"
"318	900000000000000118	Pヘッド特別展示場	2986221"
"319	600000000000001269	765プログリマス支社	2984760"
"320	1000000000000001382	ただのラウンジ	2980729"
"321	1400000000000000649	841ラウンジ	2977853"
"322	1300000000000004874	BACKSTAGE	2976072"
"323	600000000000001474	なんくるラウンジ	2961319"
"324	1300000000000001120	☆おにぎり☆〜ラウメン募集	2955726"
"325	800000000000001522	ミリマちゃんねる☆	2953332"
"326	400000000000002630	マシューYMH	2952888"
"327	700000000000001619	901プロ	2950479"
"328	1000000000000000079	Project iM@S	2942066"
"329	500000000000000708	合唱部	2941835"
"330	300000000000003834	ミリプロ	2939542"
"331	400000000000000954	ｱｲﾏｽｶﾌｪ	2938308"
"332	1000000000000000913	Next Life	2936968"
"333	1000000000000001327	穴掘ってうっうー	2926900"
"334	82	765・YA-O-TSU支部	2924846"
"335	900000000000000141	わんだーらんど	2892219"
"336	1300000000000001398	エジソン	2883979"
"337	200000000000000377	072ぷろ	2870377"
"338	3380	挑戦こそ未来の道標	2865921"
"339	800000000000000595	AFC North	2863635"
"340	1200000000000003311	オレンジラウンジ	2856126"
"341	1500000000000000380	Princess貴音	2850579"
"342	100000000000002543	未所属	2844763"
"343	400000000000004022	高山病	2839674"
"344	500000000000000470	ゆとり	2832995"
"345	800000000000000386	ζ*'ヮ')ζ＜うっう～	2830539"
"346	700000000000003448	アストラルクス	2830161"
"347	590	GL@SS SISTER	2819642"
"348	1500000000000000370	未発達シスターズ	2815974"
"349	700000000000000032	睡眠不足	2803842"
"350	800000000000000727	ツバキ=キサラギ	2803524"
"351	800000000000000045	まこまこりん♪	2793705"
"352	1300000000000000892	にゃんこｽﾃｰｼﾞ	2786316"
"353	100000000000000411	ハム蔵ぱらだいす	2780411"
"354	1000000000000001262	なめこプロ	2780185"
"355	1836	小さいは正義	2774080"
"356	600000000000004610	エターナルゼロ	2766867"
"357	596	ニコマス支社	2759723"
"358	1000000000000000738	手作りの「ぶどーかん」	2754753"
"359	800000000000003373	ハルカな場所へ	2753623"
"360	100000000000001655	ｽﾍﾟﾍﾟﾊﾟﾌﾟのおやど	2741585"
"361	1000000000000002373	im@sどうでしょう	2731880"
"362	1000000000000003391	株式会社グリコ	2731017"
"363	1300000000000001111	ClariS	2710663"
"364	600000000000002125	ほ	2707229"
"365	800000000000004309	無課金で頑張っていこう！	2700120"
"366	100000000000002515	NadeNadeDays	2698324"
"367	28	voice actor lovers	2684682"
"368	600000000000001492	夜に舞う、華麗な蝶	2679853"
"369	1000000000000001368	(´･_･`)	2673508"
"370	700000000000000211	僕だけの太陽	2672832"
"371	800000000000001244	妄想廃人勢	2661483"
"372	184	Millenium Fairy	2661373"
"373	600000000000000812	ワン、ツー、スリー	2659032"
"374	500000000000002667	はるかさん「かっかー！」	2652303"
"375	1200000000000003630	Project-NEW WORLD-	2648120"
"376	1300000000000003983	試し読みの向こう側へ！	2647867"
"377	1300000000000000356	PROJECTはるちは	2634951"
"378	500000000000000410	わりとマッタリなラウンジ	2629073"
"379	300000000000001308	びーふすとろがのふ	2628269"
"380	1000000000000003778	765ラウンジ	2612953"
"381	800000000000002228	アイドルシンフォニー	2600877"
"382	3422	279pro@舞浜歩専属ﾗｳﾝｼﾞ	2589498"
"383	1100000000000000316	スオムス	2585068"
"384	1300000000000003872	TRYangle harmony	2582907"
"385	900000000000004592	364プロ	2575876"
"386	900000000000000378	７７７	2569178"
"387	1000000000000005031	春閣下の酒池肉林	2566360"
"388	1400000000000001410	ホワッホワッホ	2560146"
"389	700000000000003744	ﾋﾞﾋﾞｯと素敵なﾊﾟｰﾘｰﾀｲﾑ	2553628"
"390	1128	まったり協力し隊	2552974"
"391	700000000000002733	S.パッショーネ	2551695"
"392	1000000000000000076	ラビットデザイン	2534164"
"393	500000000000000965	茶筒と砂時計	2525055"
"394	200000000000001936	SM@RT  BRAIN	2519310"
"395	1300000000000005098	Catch my future	2511322"
"396	200000000000000362	トレーニングスタジオ	2499497"
"397	200000000000001146	ぼっちPの集い	2481040"
"398	500000000000001856	のんびり組	2475495"
"399	400000000000000971	彡(ﾟ)(ﾟ)	2467701"
"400	500000000000004642	未 定	2465646"
"401	900000000000004316	未マッチング	2464698"
"402	1500000000000001670	ウサミン星直通便	2453656"
"403	400000000000001413	thank you for welcome!	2450345"
"404	900000000000004906	リリカルミリオン支部	2449886"
"405	500000000000000456	Simple Little Melody	2443595"
"406	1500000000000001306	しゃるる☆らうんじ	2436119"
"407	46	やよいおりは正義☆	2433401"
"408	988	レディアントハーツ	2433104"
"409	1100000000000000150	チーズ屋BBfes'16	2428688"
"410	360	FLOWER M@NSION	2425510"
"411	900000000000001184	喫茶ミリオン	2421099"
"412	1300000000000001369	まっすぐ - いつまでも	2416158"
"413	200000000000000177	アイマス模型部	2413647"
"414	700000000000001108	無(微・大)課金の会	2413171"
"415	100000000000000659	ミリプロ	2410926"
"416	100000000000002374	りっちゃんのメガネ	2396765"
"417	3443	気ままにラウンジ	2391300"
"418	1200000000000001051	まったり組	2391143"
"419	300000000000001811	─	2388379"
"420	1100000000000001348	無課金孤独P倶楽部	2386320"
"421	800000000000000480	格ゲー M@STER	2370596"
"422	800000000000000374	秋月律子の帰還	2369101"
"423	900000000000003349	(´Д｀)	2357484"
"424	300000000000001680	猫屋敷	2355162"
"425	1000000000000001136	プロジェクトP	2350342"
"426	1000000000000000884	はやみん親衛隊	2342845"
"427	1000000000000003173	ヴィクトリーノヴァ	2340214"
"428	227	snow☆angel	2338346"
"429	1500000000000000292	世界の天海	2332645"
"430	1300000000000001498	微課金でもミリマス！	2332226"
"431	500000000000000577	お姫ちんのシリナーデ	2331882"
"432	500000000000000010	ζ*'ヮ')ζ＜やよいのつどい	2317122"
"433	1000000000000000926	銀彩の世界	2297954"
"434	1400000000000005015	セーフハウス	2297761"
"435	1200000000000000665	-	2288563"
"436	1100000000000000486	シャイニーフェスタ	2286956"
"437	400000000000004938	丐幇  ―KAIHOU―	2270120"
"438	100000000000003547	OneForAll	2266574"
"439	1100000000000002415	素晴らしきアイドルの会	2260744"
"440	1000000000000001317	温めますか？	2256177"
"441	1500000000000002953	エトワールzweiten	2249567"
"442	100000000000001509	チーム　ハラヘリ	2246721"
"443	400000000000000712	スクーデリアふじこ	2245808"
"444	100	グリマスですよ、グリマス	2244607"
"445	700000000000000658	あめなめたい	2240966"
"446	700000000000004678	もちょ部屋	2237336"
"447	1300000000000001356	海坊主	2234226"
"448	400000000000000967	コタツでミカン	2231491"
"449	100000000000000371	ﾄﾞﾑですよっ♪ﾄﾞﾑ♪	2228377"
"450	1100000000000001390	いらっしゃい村	2223078"
"451	1500000000000000978	アクアシャイン☆	2216715"
"452	800000000000000499	あかりあ！	2212485"
"453	1000000000000003781	ポン・デ・ライオンズ	2210879"
"454	700000000000001410	サクララウンジ	2210216"
"455	1100000000000001420	†響†プロダクション	2209987"
"456	100000000000001843	課金する金がない	2209328"
"457	900000000000000111	続・十津川温泉スタヂアム	2205742"
"458	600000000000001378	だるい屋	2205619"
"459	300000000000003275	ラウンジNo.66	2197557"
"460	1500000000000003849	765レインボー☆彡	2197036"
"461	774	TRY ST@R	2185518"
"462	1300000000000003954	ミリオンラウンジ	2184679"
"463	100000000000001050	のんびりプレイラウンジ	2177875"
"464	1400000000000000623	IZUMO	2175988"
"465	1400000000000003357	サウスロックinMILLION	2168367"
"466	900000000000004815	民明書房	2160601"
"467	1300000000000004147	M@STERPIECE	2158195"
"468	1400000000000003792	スターエンジェル	2153861"
"469	600000000000003551	果汁72％	2153110"
"470	300000000000001464	にくきゅう	2149683"
"471	300000000000000022	＼ｸﾞｯﾄﾞ(^o^)ﾀｲﾐｰﾝｸﾞ／	2131310"
"472	1300000000000000044	大衆旅館ホテルきなこ	2131011"
"473	400000000000001640	イベントラウンジ	2127861"
"474	200000000000000475	甘味処	2125743"
"475	100000000000001135	bean🌱sprouts	2124806"
"476	100000000000003406	PROJECT.輝き	2121890"
"477	300000000000004480	大根本まつり	2121484"
"478	500000000000003736	silence	2119407"
"479	1000000000000000037	Amanecer	2112992"
"480	200000000000001063	あんさんぶる	2109165"
"481	1300000000000003257	nextstory	2104959"
"482	400000000000001648	765FC	2104700"
"483	1100000000000001142	７２がなんでも千早好き	2101342"
"484	957	404 Not Found	2094837"
"485	900000000000001106	月下美人	2089660"
"486	200000000000000716	Clover Lounge	2082190"
"487	800000000000001372	winkle	2077133"
"488	1494	放課後キャンパス	2075849"
"489	300000000000000580	765Lounge	2074385"
"490	900000000000003142	なおひびき★is God!	2071782"
"491	600000000000001075	韓日72研究会	2071102"
"492	400000000000004406	たるさ亭	2068382"
"493	600000000000001138	生っすか?!サンデー	2067757"
"494	200000000000000609	渋谷駅前プロダクション	2063233"
"495	1000000000000003743	極楽鳥(仮)	2063119"
"496	1500000000000001019	可愛いは正義	2057486"
"497	646	アイマス育て隊！	2054783"
"498	1300000000000000012	なっつんおでおん	2053884"
"499	900000000000003648	睡眠不足勢	2052740"
"500	800000000000001609	めかぶマスター	2051276"
"501	800000000000001664	この苛立ちは覚醒	2048853"
"502	600000000000003213	765ラウンジ	2041717"
"503	200000000000003268	迷子のハリネズミ	2038126"
"504	300000000000004780	.	2032938"
"505	800000000000000040	ほめライブース	2030031"
"506	1400000000000005049	*sleeping*	2024400"
"507	400000000000001190	ぷよm@s	2022216"
"508	1100000000000004340	ニャン	2021821"
"509	1000000000000003732	チームMUK@KIN	2015608"
"510	900000000000000525	【７２】閣下に跪き隊	2010982"
"511	1100000000000004323	雪月華	2010873"
"512	800000000000001362	〇なんくるない〇	2008297"
"513	700000000000002299	国道３号線	2005247"
"514	900000000000000368	ターンKラウンジ	2002344"
"515	1400000000000003261	みっくす☆じゅーす	2000534"
"516	100000000000000075	なんくるある	1987798"
"517	500000000000000687	なんくるねぇアイドルズ	1986586"
"518	1000000000000003680	手作りのぶどーぱん	1981729"
"519	4185	いなりくらぶ	1977664"
"520	1000000000000004370	ミリオンスターズ	1975451"
"521	400000000000000460	搾り出す男と愉快な仲間達	1971910"
"522	100000000000000237	竜宮小町	1971095"
"523	1200000000000000861	琴破産	1967602"
"524	1400000000000001333	愛生	1954560"
"525	1000000000000004114	*夢望む月*	1954346"
"526	100000000000001104	永吉バッティングセンター	1951494"
"527	800000000000001263	地球連邦軍アイマス部	1950952"
"528	500000000000005065	ラウソヅ	1948166"
"529	1100000000000000206	王者の鼓動、天地鳴動の力	1946869"
"530	400000000000004962	next 4th vision	1943932"
"531	1200000000000001260	\[?=?]?	1935769"
"532	500000000000000053	りっちゃんとアイマス好き	1935576"
"533	900000000000001431	Alice’s	1933832"
"534	800000000000000507	行方不明＠メンバー募集中	1931643"
"535	400000000000000931	Dornröschen	1927933"
"536	600000000000000494	領上開花	1927881"
"537	400000000000003110	5102PRO	1924444"
"538	1200000000000000639	ゆっくりｱｲﾏｽを楽しむ会	1912191"
"539	200000000000002583	スーパーヅガン	1909491"
"540	1100000000000000734	秘密結社ハルシュタイン	1908494"
"541	600000000000003596	みかんのへた	1906630"
"542	1500000000000001238	まったり765	1903531"
"543	800000000000000561	恩に着る	1903488"
"544	892	Alchemy	1902936"
"545	500000000000001769	ロリっ娘集まれ～	1896934"
"546	1400000000000003451	天使の涙	1895306"
"547	1500000000000001237	むちぽよ愛好家	1894871"
"548	1400000000000005045	...Dominieren	1891279"
"549	1100000000000001015	紳士の社交場	1890243"
"550	300000000000000993	このみさんと酒盛の会	1887520"
"551	3481	ジャキールダイバーン	1873167"
"552	1400000000000001100	非リア充の集い	1869216"
"553	1725	ちはやよいおり	1866302"
"554	400000000000001449	ヴァイスシュバルツ	1862607"
"555	1100000000000001472	404 Not Found	1861160"
"556	700000000000001453	イベ有利に進め隊	1853835"
"557	1100000000000003312	765ラウンジ	1853029"
"558	600000000000000982	のんびりラウンジ	1850512"
"559	1300000000000000518	アイマスガールズラウンジ	1844227"
"560	1300000000000001514	FMラジオ	1843592"
"561	300000000000003847	IDOLM@STER	1841609"
"562	1100000000000004222	HOTO	1840223"
"563	1100000000000001326	休憩所	1839347"
"564	600000000000003523	スプリングプロダクション	1836256"
